,class,sms,cleaned_sms
3843,ham,"Yeah that's what I thought, lemme know if anything's goin on later",yeah thought lemm know anyth goin later
3844,ham,Mmmm.... I cant wait to lick it!,mmmm cant wait lick
3845,ham,Pls go there today  &lt;#&gt; . I dont want any excuses,pl go today lt gt dont want excus
3847,ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,plz tell an bslvyl sent via fullonsm com
3848,ham,U in town alone?,u town alon
3849,ham,I to am looking forward to all the sex cuddling.. Only two more sleeps ,look forward sex cuddl two sleep
3850,ham,We have all rounder:)so not required:),rounder requir
3851,ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",true k u knw di lt gt
3852,ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",dont worri 1 day big lambu ji vl come til enjoy batchlor parti
3853,ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,oh ya got hip hop open haha think go jazz zoom cine actual tonight free leh kb lesson tonight
3854,spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg,free msg singl find partner area 1000 real peopl wait chat send chat 62220cncl send stopc 08717890890 1 50 per msg
3855,ham,I'm ok. Will do my part tomorrow,ok part tomorrow
3856,ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",found diff farm shop buy chees way back call
3857,ham,R u still working now?,r u still work
3858,spam,"Win the newest åÒHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",win newest harri potter order phoenix book 5 repli harri answer 5 question chanc first among reader
3859,ham,Yep. I do like the pink furniture tho.,yep like pink furnitur tho
3860,spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,free msg rington http tm widel com index wml id 1b6a5ecef91ff9 37819 first true18 0430 jul 05
3861,ham,"Customer place, i wil cal u sir.",custom place wil cal u sir
3862,spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg å£1.50",oh god found number glad text back xafter msg cst std ntwk chg 1 50
3863,ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),pure heart person wonder smile make even enemi feel guilti enemi catch world smile goodmorn amp smiley sunday
3864,ham,"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx",alrit girl u know gail neva wrong take care sweet worri c u l8tr hun love yaxxx
3865,ham,"Theoretically yeah, he could be able to come",theoret yeah could abl come
3866,ham,"Alright we're hooked up, where you guys at",alright hook guy
3867,ham,"not that I know of, most people up here are still out of town",know peopl still town
3868,ham,No let me do the math. Your not good at it.,let math good
3869,ham,Oh ok wait 4 me there... My lect havent finish,oh ok wait 4 lect havent finish
3870,ham,Yeah my usual guy's out of town but there're definitely people around I know,yeah usual guy town definit peopl around know
3871,ham,I am joining today formally.Pls keep praying.will talk later.,join today formal pl keep pray talk later
3872,ham,"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-).""",happi sad one thing past good morn
3873,ham,No. Did you multimedia message them or e-mail?,multimedia messag e mail
3874,ham,Okie but i scared u say i fat... Then u dun wan me already...,oki scare u say fat u dun wan alreadi
3875,ham,did u get that message,u get messag
3876,ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc",sorri sir call tomorrow senthil hsbc
3877,ham,What you need. You have a person to give na.,need person give na
3878,ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,left vagu said would inform person account delay rent discuss hous agenc rent anoth place check onlin place around usc lt gt
3879,ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,hi juan im come home fri hey cours expect welcom parti lot present ill phone u get back load love nicki x x x x x x x x x
3882,ham,"Gumby's has a special where a  &lt;#&gt; \ cheese pizza is $2 so I know what we're doin tonight""",gumbi special lt gt chees pizza 2 know doin tonight
3883,spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,link pictur sent also use http alto18 co uk wave wave asp 44345
3884,ham,Like a personal sized or what,like person size
3885,ham,"Same, I'm at my great aunts anniversary party in tarpon springs",great aunt anniversari parti tarpon spring
3886,ham,Cab is available.they pick up and drop at door steps.,cab avail pick drop door step
3887,ham,ok....take care.umma to you too...,ok take care umma
3888,ham,Unlimited texts. Limited minutes.,unlimit text limit minut
3889,spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",doubl min 1000 txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optout hf8
3890,ham,No problem. We will be spending a lot of quality time together...,problem spend lot qualiti time togeth
3891,spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,urgent 2nd attempt contact u 900 prize yesterday still await collect claim call 09061702893 acl03530150pm
3892,ham,Have you heard from this week?,heard week
3893,spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,dear dave final notic collect 4 tenerif holiday 5000 cash award call 09061743806 landlin tc sae box326 cw25wx 150ppm
3894,ham,Yes. Last  practice,ye last practic
3895,spam,tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,tell u 2 call 09066358152 claim 5000 prize u 2 enter ur mobil person detail prompt care
3896,ham,No. Thank you. You've been wonderful,thank wonder
3898,ham,ÌÏ mean it's confirmed... I tot they juz say oni... Ok then... ,mean confirm tot juz say oni ok
3900,ham,That depends. How would you like to be treated? :),depend would like treat
3901,ham,"Right on brah, see you later",right brah see later
3902,ham,Waiting in e car 4 my mum lor. U leh? Reach home already?,wait e car 4 mum lor u leh reach home alreadi
3903,spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,2004 account 07xxxxxxxxx show 786 unredeem point claim call 08719181259 identifi code xxxxx expir 26 03 05
3904,spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,want new video handset 750 anytim network min half price line rental camcord repli call 08000930705 deliveri tomorrow
3905,ham,Went fast asleep dear.take care.,went fast asleep dear take care
3906,ham,No that just means you have a fat head,mean fat head
3907,ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,sound like plan cardiff still still cold sit radiat
3908,ham,Serious? What like proper tongued her,seriou like proper tongu
3909,ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,good wonder wont say hi smile cope long distanc
3910,ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,noe da car later c lar wear short
3912,ham,Yeah whatever lol,yeah whatev lol
3914,ham,Ard 530 lor. I ok then message Ì_ lor.,ard 530 lor ok messag lor
3915,ham,Ok. C u then.,ok c u
3916,ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,eh ur laptop got stock lei say mon muz come take look c got
3917,ham,No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...,need ke qi bore izzit suddenli thk
3918,ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,wish think gonna snow much flurri usual get melt hit ground eek snow sinc lt gt even born
3919,spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for å£3/wk,free rington repli real poli eg real1 1 pushbutton 2 dontcha 3 babygoodby 4 golddigg 5 webeburnin 1st tone free 6 u join 3 wk
3921,ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",oh realli perform write paper go movi home midnight huh
3922,ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,okay lor still let us go ah coz know later drop card box right
3923,ham,How? Izzit still raining?,izzit still rain
3924,ham,As if i wasn't having enough trouble sleeping.,enough troubl sleep
3925,ham,I havent add Ì_ yet right.. ,havent add yet right
3926,ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,lol realli need rememb eat drink appreci keep compani night babe smile
3927,ham,Babe ? I lost you ... Will you try rebooting ?,babe lost tri reboot
3928,ham,Yes. Nigh you cant aha.,ye nigh cant aha
3929,ham,I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,thk gotta go home urself co b go shop 4 fren present
3930,ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,nooooooo gonna bore death day cabl internet outag
3931,ham,Sos! Any amount i can get pls.,so amount get pl
3932,ham,"Playin space poker, u?",playin space poker u
3933,ham,How come guoyang go n tell her? Then u told her?,come guoyang go n tell u told
3934,ham,You need to get up. Now.,need get
3935,ham,They r giving a second chance to rahul dengra.,r give second chanc rahul dengra
3936,ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",yeah fact ask need anyth like hour ago much
3937,ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,first strike red one bird antelop begin toplay fieldof selfindepend believ flower content grow random
3938,ham,Y Ì_ wan to go there? C doctor?,wan go c doctor
3939,ham,Does daddy have a bb now.,daddi bb
3940,spam,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",free msg get gnarl barkley crazi rington total free repli go messag right
3941,ham,She's borderline but yeah whatever.,borderlin yeah whatev
3943,ham,"Until 545 lor... Ya, can go 4 dinner together...",545 lor ya go 4 dinner togeth
3944,ham,I will be gentle princess! We will make sweet gentle love...,gentl princess make sweet gentl love
3945,ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,u doin babi girl hope u okay everi time call ure phone miss u get touch
3946,ham,"Sorry, went to bed early, nightnight",sorri went bed earli nightnight
3947,ham,I like to think there's always the possibility of being in a pub later.,like think alway possibl pub later
3948,ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :),hmm yeah groov im look forward pound special
3949,ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,got video tape pple type messag lor u free wan 2 help hee co noe u wan 2 watch infern affair ask u along ask shuhui oso
3950,ham,Hi dude hw r u da realy mising u today,hi dude hw r u da reali mise u today
3951,ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,hungri buy food good lei mum n yun dun wan juz buy littl bit
3952,spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,refus loan secur unsecur get credit call free 0800 195 6669 text back help
3953,ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,probabl eat today think gonna pop weekend u miss
3954,ham,I knew it... U slept v late yest? Wake up so late...,knew u slept v late yest wake late
3955,ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,haha dont angri take practic real thing
3956,ham,Where is that one day training:-),one day train
3957,ham,So i could kiss and feel you next to me...,could kiss feel next
3958,ham,Have a nice day my dear.,nice day dear
3959,ham,I sent lanre fakeye's Eckankar details to the mail box,sent lanr fakey eckankar detail mail box
3960,ham,Your dad is back in ph?,dad back ph
3961,spam,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",special select receiv 3000 award call 08712402050 line close cost 10ppm 16 cs appli ag promo
3962,ham,If you ask her or she say any please message.,ask say pleas messag
3963,ham,"If e timing can, then i go w u lor...",e time go w u lor
3965,ham,I was just callin to say hi. Take care bruv!,callin say hi take care bruv
3966,spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386,valu vodafon custom comput pick win 150 prize collect easi call 09061743386
3967,ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,u turn heater heater set lt gt degre
3968,ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,thank messag realli appreci sacrific sure process direct pay find way back test tomorrow class wonder day
3969,ham,"That's the trouble with classes that go well - you're due a dodgey one Û_ Expecting mine tomo! See you for recovery, same time, same place ",troubl class go well due dodgey one expect mine tomo see recoveri time place
3970,spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,free video camera phone half price line rental 12 mth 500 cross ntwk min 100 txt call mobileupd8 08001950382 call2optout 674
3971,ham,WOT U UP 2 J?,wot u 2 j
3972,ham,"Night night, see you tomorrow",night night see tomorrow
3973,ham,Roger that. WeÛ÷re probably going to rem in about 20,roger probabl go rem 20
3974,ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,u think girl propos u today se ur bloodi funki shit fuck face asssssholeee
3975,ham,I wish u were here. I feel so alone,wish u feel alon
3977,ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,reason team budget avail last buy unsold player base rate
3978,ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,ceri u rebel sweet dreamz littl buddi c ya 2moro need bloke
3979,spam,ringtoneking 84484,ringtonek 84484
3980,ham,Huh i cant thk of more oredi how many pages do we have?,huh cant thk oredi mani page
3981,ham,His frens go then he in lor. Not alone wif my mum n sis lor.,fren go lor alon wif mum n si lor
3982,ham,Nationwide auto centre (or something like that) on Newport road. I liked them there,nationwid auto centr someth like newport road like
3983,ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",hey miss tm last night phone charg smile meet friend shortli
3984,ham,"Whatever, juliana. Do whatever you want.",whatev juliana whatev want
3986,spam,Ringtone Club: Gr8 new polys direct to your mobile every week !,rington club gr8 new poli direct mobil everi week
3987,ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",hello sort town alreadi dont rush home eat nacho let know eta
3988,ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,ok lor anyway thk cant get ticket co like quit late alreadi u wan 2 go look 4 ur fren darren wif
3989,spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,bank granit issu strong buy explos pick member 300 nasdaq symbol cdgt 5 00 per
3991,ham,"Dizzamn, aight I'll ask my suitemates when I get back",dizzamn aight ask suitem get back
3992,ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",nimbomson yep phone know one obvious co that real word
3993,ham,I love to cuddle! I want to hold you in my strong arms right now...,love cuddl want hold strong arm right
3994,ham,R u in this continent?,r u contin
3995,ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult,pay like lt gt yr difficult
3996,spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,bore housew chat n date 0871750 77 11 bt nation rate 10p min landlin
3997,spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,tri call repli sm video mobil 750 min unlimit text free camcord repli call 08000930705 del thur
3998,ham,K...k...when will you give treat?,k k give treat
3999,spam,"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",2nd time tri contact u u 400 prize 2 claim easi call 087104711148 10p per minut bt nation rate
4000,ham,He's just gonna worry for nothing. And he won't give you money its no use.,gonna worri noth give money use
4001,ham,Did you get any gift? This year i didnt get anything. So bad,get gift year didnt get anyth bad
4003,ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,well pattern emerg friend tell drive come smoke tell weed fiend make smoke much imped thing see hesit
4004,ham,", ow u dey.i paid 60,400thousad.i told  u would call . ",ow u dey paid 60 400thousad told u would call
4005,ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,im fine babe aint 2 much tho saw scari movi yest quit funni want 2mrw afternoon town mall sumthin xx
4006,ham,I'm reaching home in 5 min.,reach home 5 min
4007,ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",forgot work today wanna chat thing ok drop text free bore etc ring hope well nose essay xx
4008,ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,ha must walk everywher cannot take tram cousin said walk vic market hotel
4011,ham,Discussed with your mother ah?,discuss mother ah
4013,ham,"Sorry, I can't text &amp; drive coherently, see you in twenty",sorri text amp drive coher see twenti
4014,spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,receiv week tripl echo rington shortli enjoy
4015,ham,In which place i can get rooms cheap:-),place get room cheap
4016,ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,eek lot time especi sinc american pie like 8 minut long stop sing
4017,ham,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\""""",gran onlyfound afew day ago cusoon honi
4018,spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",u select stay 1 250 top british hotel noth holiday valu 350 dial 08712300220 claim nation rate call bx526 sw73ss
4019,ham,University of southern california.,univers southern california
4020,ham,We have to pick rayan macleran there.,pick rayan macleran
4021,ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,u gd lor go shop got stuff u wan 2 watch infern affair come lar
4022,ham,Well. Balls. Time to make calls,well ball time make call
4023,ham,Wat time Ì_ wan today?,wat time wan today
4024,ham, &lt;#&gt;  in mca. But not conform.,lt gt mca conform
4025,ham,Oh ok.. Wat's ur email?,oh ok wat ur email
4026,ham,"Yes, princess. Are you going to make me moan?",ye princess go make moan
4027,ham,Lol its ok I didn't remember til last nite,lol ok rememb til last nite
4028,ham,"[Û_] anyway, many good evenings to u! s",anyway mani good even u
4029,ham,"Cool, I'll text you in a few",cool text
4030,ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",sorri vikki watch olav mandara movi kano trishul theatr wit frnd
4031,ham,I'm very happy for you babe ! Woo hoo party on dude!,happi babe woo hoo parti dude
4032,ham,I am taking you for italian food. How about a pretty dress with no panties? :),take italian food pretti dress panti
4033,ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,wot u 2 thout u gonna call txt bak luv k
4034,spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,chosen receiv 350 award pl call claim number 09066364311 collect award select receiv valu mobil custom
4035,ham,How are you holding up?,hold
4036,ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,dont flatter tell man mine two pint carlin ten minut pleas
4037,ham,Hope you are not scared!,hope scare
4039,ham,I'm at home n ready...,home n readi
4041,ham,What time do u get out?,time u get
4042,ham,I am literally in bed and have been up for like  &lt;#&gt;  hours,liter bed like lt gt hour
4043,ham,"Yes, my reg is  Ciao!",ye reg ciao
4044,ham,If You mean the website. Yes.,mean websit ye
4045,spam,Win a å£1000 cash prize or a prize worth å£5000,win 1000 cash prize prize worth 5000
4046,spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",thank rington order refer number x49 mobil charg 4 50 tone arriv pleas call custom servic 09065989182
4047,ham,Lol or I could just starve and lose a pound by the end of the day.,lol could starv lose pound end day
4048,ham,Yeah that's the impression I got,yeah impress got
4049,ham,Ok ok take care. I can understand.,ok ok take care understand
4050,ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",motiv behind everi dark shine light wait find behind everi best friend alway trust love bslvyl
4051,ham,"Ya ok, then had dinner?",ya ok dinner
4052,ham,I was slept that time.you there?,slept time
4053,ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,dont make ne plan nxt wknd coz want us come ok
4054,ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,school start stay weather like food social support system like friend school thing import
4055,ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",ha ha nan yalrigu heltini iyo kothi chikku u share mani thing wit far told bodi even utter word abt u ur trust much tell other plz nxt time dont use word ok chikku b
4056,ham,Noice. Text me when you're here,noic text
4057,ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,hi di yiju meet 7 pm esaplanad tonight
4058,spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP,mobi pub quiz win 100 high street prize u know new duchess cornwal txt first name 82277 unsub stop 1 50 008704050406 sp
4059,spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only å£1.50/week. SavaMob - offers mobile!",week savamob member offer access call 08709501522 detail savamob pobox 139 la3 2wu 1 50 week savamob offer mobil
4060,ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",aight set free think could text blake address occur quit sure thought
4061,ham,Hi dear we saw dear. We both are happy. Where you my battery is low,hi dear saw dear happi batteri low
4062,ham,How are you. Its been ages. How's abj,age abj
4063,ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,prof pass paper sem congrat student enna kalaachutaarama prof gud mrng
4064,ham,Dont kick coco when he's down,dont kick coco
4065,ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,fyi gonna call sporad start like lt gt bc doin shit
4066,spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",contact date servic someon know find call mobil landlin 09064017305 pobox75ldns7
4067,spam,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,tb persolvo chase us sinc sept 38 definit pay thank inform ignor kath manchest
4068,ham,Hope youåÕre not having too much fun without me!! see u tomorrow love jess x,hope much fun without see u tomorrow love jess x
4069,ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,ok wont call disturb one know avoid burden
4070,ham,I've reached home n i bathe liao... U can call me now...,reach home n bath liao u call
4071,spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,loan purpos even bad credit tenant welcom call noworriesloan com 08717111821
4072,ham,Was the actual exam harder than NBME,actual exam harder nbme
4073,ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,lot sick thing go round take easi hope u feel better soon lol
4075,spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,87077 kick new season 2wk free goal news ur mobil txt ur club name 87077 eg villa 87077
4076,ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,hey sathya till dint meet even singl time saw situat sathya
4077,ham,Gam gone after outstanding innings.,gam gone outstand inning
4078,ham,O i played smash bros  &lt;#&gt;  religiously.,play smash bro lt gt religi
4079,ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",sir good morn hope good weekend call let know abl rais lt gt dad howev said would make rest avail mid feb amount still quit short hope would help good day abiola
4080,ham,Hurry home. Soup is DONE!,hurri home soup done
4082,ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",good afternoon love good see word ym get tm smart move slave smile drink coffe await
4083,ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,quit ok bit ex u better go eat smth els feel guilti
4084,spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",orang bring rington time chart hero free hit week go rington pic wap stop receiv tip repli stop
4085,ham,Lemme know when you're here,lemm know
4086,spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,privat 2003 account statement 07973788240 show 800 un redeem point call 08715203649 identifi code 40533 expir 31 10 04
4087,ham,He needs to stop going to bed and make with the fucking dealing,need stop go bed make fuck deal
4088,ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",love brother time talk english grin say hey muhommad penni say hello across sea
4089,spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,tri call repli sm video mobil 750 min unlimit text free camcord repli call 08000930705
4090,ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",hey doc pl want get nice shirt hubbi nice fite one budget lt gt k help pl load card abi hw keep post luv 2 mj
4091,ham,I remain unconvinced that this isn't an elaborate test of my willpower,remain unconvinc elabor test willpow
4092,ham,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng""",life noth wen v get everyth life everyth wen v miss someth real valu peopl wil realiz absenc gud mrng
4093,ham,how are you? I miss you!,miss
4094,ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,answerin phone actual pretti reason hour sleepi
4095,ham,"Hey , is * rite u put åÈ10 evey mnth is that all?",hey rite u put 10 evey mnth
4096,ham,i am going to bed now prin,go bed prin
4097,ham,I think just yourself Û_Thanks and see you tomo,think thank see tomo
4098,ham,If u dun drive then how i go 2 sch.,u dun drive go 2 sch
4099,ham,I not at home now lei...,home lei
4100,spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd,gsoh good spam ladi u could b male gigolo 2 join uk fastest grow men club repli oncal mjzgroup 08714342399 2stop repli stop msg 1 50rcvd
4103,ham,Do u hav any frnd by name ashwini in ur college?,u hav frnd name ashwini ur colleg
4104,ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,ju finish lunch way home lor tot u dun wan 2 stay sch today
4105,ham,K then 2marrow are you coming to class.,k 2marrow come class
4106,spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",hot live fantasi call 08707500020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call
4107,ham,Pls send me your address sir.,pl send address sir
4108,ham,I want to lick your pussy now...,want lick pussi
